Entity,Code,Year,Fossil fuels (TWh)
Lower-middle-income countries,,2009,14080.997
Lower-middle-income countries,,2010,14666.326
Lower-middle-income countries,,2011,15331.018
Lower-middle-income countries,,2012,15861.523
Lower-middle-income countries,,2013,16049.463
Lower-middle-income countries,,2014,16645.191
Lower-middle-income countries,,2015,17023.867
Lower-middle-income countries,,2016,17720.04
Lower-middle-income countries,,2017,18237.059
Lower-middle-income countries,,2018,19174.545
Lower-middle-income countries,,2019,19699.918
Lower-middle-income countries,,2020,18825.846
Lower-middle-income countries,,2021,19825.324
Lower-middle-income countries,,2022,20557.244
Luxembourg,LUX,1965,41.54854
Luxembourg,LUX,1966,39.827282
Luxembourg,LUX,1967,39.19194
Luxembourg,LUX,1968,42.403786
Luxembourg,LUX,1969,45.68929
Luxembourg,LUX,1970,47.4263
Luxembourg,LUX,1971,45.70044
Luxembourg,LUX,1972,47.10479
Luxembourg,LUX,1973,49.965782
Luxembourg,LUX,1974,50.672333
Luxembourg,LUX,1975,42.084675
Luxembourg,LUX,1976,42.22224
Luxembourg,LUX,1977,39.24803
Luxembourg,LUX,1978,40.848488
Luxembourg,LUX,1979,41.971836
Luxembourg,LUX,1980,38.65831
Luxembourg,LUX,1981,32.992542
Luxembourg,LUX,1982,30.920805
Luxembourg,LUX,1983,28.891884
Luxembourg,LUX,1984,31.129345
Luxembourg,LUX,1985,32.02481
Luxembourg,LUX,1986,31.25528
Luxembourg,LUX,1987,29.465248
Luxembourg,LUX,1988,30.226522
Luxembourg,LUX,1989,34.84915
Luxembourg,LUX,1990,36.904346
Luxembourg,LUX,1991,39.635735
Luxembourg,LUX,1992,39.79827
Luxembourg,LUX,1993,40.32377
Luxembourg,LUX,1994,38.707848
Luxembourg,LUX,1995,33.61216
Luxembourg,LUX,1996,34.67255
Luxembourg,LUX,1997,33.850273
Luxembourg,LUX,1998,32.560677
Luxembourg,LUX,1999,34.494907
Luxembourg,LUX,2000,36.694363
Luxembourg,LUX,2001,39.367466
Luxembourg,LUX,2002,43.133194
Luxembourg,LUX,2003,45.284607
Luxembourg,LUX,2004,51.203964
Luxembourg,LUX,2005,51.93919
Luxembourg,LUX,2006,50.90858
Luxembourg,LUX,2007,48.843357
Luxembourg,LUX,2008,48.43457
Luxembourg,LUX,2009,46.34103
Luxembourg,LUX,2010,48.862724
Luxembourg,LUX,2011,47.574017
Luxembourg,LUX,2012,46.52097
Luxembourg,LUX,2013,44.01891
Luxembourg,LUX,2014,42.34417
Luxembourg,LUX,2015,40.869637
Luxembourg,LUX,2016,40.151875
Luxembourg,LUX,2017,41.384716
Luxembourg,LUX,2018,43.115196
Luxembourg,LUX,2019,43.544292
Luxembourg,LUX,2020,36.09159
Luxembourg,LUX,2021,38.87767
Luxembourg,LUX,2022,34.83289
Malaysia,MYS,1970,40.70873
Malaysia,MYS,1971,46.349213
Malaysia,MYS,1972,51.65978
Malaysia,MYS,1973,54.750675
Malaysia,MYS,1974,55.853603
Malaysia,MYS,1975,57.70235
Malaysia,MYS,1976,64.94666
Malaysia,MYS,1977,76.9761
Malaysia,MYS,1978,102.596176
Malaysia,MYS,1979,117.807
Malaysia,MYS,1980,122.44589
Malaysia,MYS,1981,126.27447
Malaysia,MYS,1982,135.71742
Malaysia,MYS,1983,155.78949
Malaysia,MYS,1984,163.26576
Malaysia,MYS,1985,160.7406
Malaysia,MYS,1986,176.47418
Malaysia,MYS,1987,179.84521
Malaysia,MYS,1988,187.66223
Malaysia,MYS,1989,213.33635
Malaysia,MYS,1990,229.07864
Malaysia,MYS,1991,288.7095
Malaysia,MYS,1992,327.8807
Malaysia,MYS,1993,328.16437
Malaysia,MYS,1994,344.56702
Malaysia,MYS,1995,379.56464
Malaysia,MYS,1996,428.9441
Malaysia,MYS,1997,503.11188
Malaysia,MYS,1998,482.26187
Malaysia,MYS,1999,507.09735
Malaysia,MYS,2000,588.75366
Malaysia,MYS,2001,606.16174
Malaysia,MYS,2002,642.0785
Malaysia,MYS,2003,698.0653
Malaysia,MYS,2004,753.7407
Malaysia,MYS,2005,815.9867
Malaysia,MYS,2006,823.7776
Malaysia,MYS,2007,880.42737
Malaysia,MYS,2008,907.6477
Malaysia,MYS,2009,879.30756
Malaysia,MYS,2010,911.2358
Malaysia,MYS,2011,921.7915
Malaysia,MYS,2012,1006.8927
Malaysia,MYS,2013,1048.4893
Malaysia,MYS,2014,1055.0323
Malaysia,MYS,2015,1069.5374
Malaysia,MYS,2016,1111.3872
Malaysia,MYS,2017,1109.1436
Malaysia,MYS,2018,1128.8622
Malaysia,MYS,2019,1156.852
Malaysia,MYS,2020,1103.7815
Malaysia,MYS,2021,1168.5142
Malaysia,MYS,2022,1234.0107
Mexico,MEX,1965,267.1174
Mexico,MEX,1966,280.6643
Mexico,MEX,1967,283.9723
Mexico,MEX,1968,307.3824
Mexico,MEX,1969,338.78592
Mexico,MEX,1970,359.66223
Mexico,MEX,1971,381.7399
Mexico,MEX,1972,423.65442
Mexico,MEX,1973,457.604
Mexico,MEX,1974,506.96173
Mexico,MEX,1975,549.2197
Mexico,MEX,1976,581.21625
Mexico,MEX,1977,610.2717
Mexico,MEX,1978,702.8595
Mexico,MEX,1979,775.9
Mexico,MEX,1980,853.7247
Mexico,MEX,1981,926.55096
Mexico,MEX,1982,972.8508
Mexico,MEX,1983,967.49994
Mexico,MEX,1984,1006.9917
Mexico,MEX,1985,1045.6805
Mexico,MEX,1986,1028.0674
Mexico,MEX,1987,1067.3369
Mexico,MEX,1988,1067.7494
Mexico,MEX,1989,1120.5364
Mexico,MEX,1990,1223.8025
Mexico,MEX,1991,1262.0408
Mexico,MEX,1992,1275.4279
Mexico,MEX,1993,1273.8967
Mexico,MEX,1994,1374.7789
Mexico,MEX,1995,1315.2705
Mexico,MEX,1996,1344.1268
Mexico,MEX,1997,1388.1826
Mexico,MEX,1998,1457.5067
Mexico,MEX,1999,1454.5328
Mexico,MEX,2000,1552.9559
Mexico,MEX,2001,1552.5894
Mexico,MEX,2002,1601.9725
Mexico,MEX,2003,1633.6005
Mexico,MEX,2004,1723.7878
Mexico,MEX,2005,1886.7993
Mexico,MEX,2006,1910.9142
Mexico,MEX,2007,1938.4104
Mexico,MEX,2008,1993.4036
Mexico,MEX,2009,1991.0186
Mexico,MEX,2010,1979.8795
Mexico,MEX,2011,2067.558
Mexico,MEX,2012,2099.4697
Mexico,MEX,2013,2101.2869
Mexico,MEX,2014,2057.915
Mexico,MEX,2015,2043.2847
Mexico,MEX,2016,2092.5317
Mexico,MEX,2017,2127.615
Mexico,MEX,2018,2081.4902
Mexico,MEX,2019,2056.3652
Mexico,MEX,2020,1850.0493
Mexico,MEX,2021,1971.4043
Mexico,MEX,2022,2179.5454
Middle Africa (EI),,1965,26.377907
Middle Africa (EI),,1966,26.984978
Middle Africa (EI),,1967,27.407112
Middle Africa (EI),,1968,28.442652
Middle Africa (EI),,1969,29.339096
Middle Africa (EI),,1970,29.933346
Middle Africa (EI),,1971,35.008892
Middle Africa (EI),,1972,36.456367
Middle Africa (EI),,1973,41.340263
Middle Africa (EI),,1974,43.134792
Middle Africa (EI),,1975,38.46751
Middle Africa (EI),,1976,37.92429
Middle Africa (EI),,1977,40.91017
Middle Africa (EI),,1978,47.541664
Middle Africa (EI),,1979,47.508816
Middle Africa (EI),,1980,49.64257
Middle Africa (EI),,1981,52.75126
Middle Africa (EI),,1982,49.74137
Middle Africa (EI),,1983,56.17784
Middle Africa (EI),,1984,51.316185
Middle Africa (EI),,1985,57.369484
Middle Africa (EI),,1986,55.664993
Middle Africa (EI),,1987,57.40837
Middle Africa (EI),,1988,61.329132
Middle Africa (EI),,1989,60.760292
Middle Africa (EI),,1990,57.28813
Middle Africa (EI),,1991,53.382378
Middle Africa (EI),,1992,53.083065
Middle Africa (EI),,1993,54.26577
Middle Africa (EI),,1994,53.07946
Middle Africa (EI),,1995,52.962627
Middle Africa (EI),,1996,53.07145
Middle Africa (EI),,1997,54.828983
Middle Africa (EI),,1998,52.4587
Middle Africa (EI),,1999,54.66154
Middle Africa (EI),,2000,60.454636
Middle Africa (EI),,2001,61.95384
Middle Africa (EI),,2002,67.14007
Middle Africa (EI),,2003,73.50533
Middle Africa (EI),,2004,90.61915
Middle Africa (EI),,2005,86.52799
Middle Africa (EI),,2006,96.88043
Middle Africa (EI),,2007,104.87297
Middle Africa (EI),,2008,116.72622
Middle Africa (EI),,2009,126.505066
Middle Africa (EI),,2010,143.16867
Middle Africa (EI),,2011,151.42274
Middle Africa (EI),,2012,170.14932
Middle Africa (EI),,2013,191.79887
Middle Africa (EI),,2014,200.73584
Middle Africa (EI),,2015,200.36638
Middle Africa (EI),,2016,199.25789
Middle Africa (EI),,2017,186.40602
Middle Africa (EI),,2018,188.86658
Middle Africa (EI),,2019,190.76865
Middle Africa (EI),,2020,173.68869
Middle Africa (EI),,2021,187.73924
Middle Africa (EI),,2022,173.17682
Middle East (EI),,1965,531.84827
Middle East (EI),,1966,552.73755
Middle East (EI),,1967,583.86786
Middle East (EI),,1968,616.2129
Middle East (EI),,1969,652.1805
Middle East (EI),,1970,696.0336
Middle East (EI),,1971,749.0715
Middle East (EI),,1972,805.02374
Middle East (EI),,1973,891.19257
Middle East (EI),,1974,946.0731
Middle East (EI),,1975,938.2417
Middle East (EI),,1976,1057.1182
Middle East (EI),,1977,1203.6748
Middle East (EI),,1978,1268.9299
Middle East (EI),,1979,1489.4132
Middle East (EI),,1980,1436.2294
Middle East (EI),,1981,1562.5267
Middle East (EI),,1982,1725.2911
Middle East (EI),,1983,1900.2178
Middle East (EI),,1984,2150.1133
Middle East (EI),,1985,2277.156
Middle East (EI),,1986,2389.2969
Middle East (EI),,1987,2537.5928
Middle East (EI),,1988,2686.4827
Middle East (EI),,1989,2835.9849
Middle East (EI),,1990,2944.8652
Middle East (EI),,1991,3062.3516
Middle East (EI),,1992,3343.1055
Middle East (EI),,1993,3431.171
Middle East (EI),,1994,3829.2505
Middle East (EI),,1995,3943.0708
Middle East (EI),,1996,4067.6682
Middle East (EI),,1997,4285.5107
Middle East (EI),,1998,4398.3965
Middle East (EI),,1999,4496.6504
Middle East (EI),,2000,4736.211
Middle East (EI),,2001,4983.42
Middle East (EI),,2002,5252.436
Middle East (EI),,2003,5465.369
Middle East (EI),,2004,5906.258
Middle East (EI),,2005,6274.206
Middle East (EI),,2006,6593.3994
Middle East (EI),,2007,6893.005
Middle East (EI),,2008,7468.7334
Middle East (EI),,2009,7597.6064
Middle East (EI),,2010,8100.3213
Middle East (EI),,2011,8428.19
Middle East (EI),,2012,8754.496
Middle East (EI),,2013,9000.246
Middle East (EI),,2014,9343.822
Middle East (EI),,2015,9649.172
Middle East (EI),,2016,9973.831
Middle East (EI),,2017,10127.973
Middle East (EI),,2018,10179.889
Middle East (EI),,2019,10193.16
Middle East (EI),,2020,9929.221
Middle East (EI),,2021,10275.376
Middle East (EI),,2022,10699.223
Morocco,MAR,1965,14.174131
Morocco,MAR,1966,20.268496
Morocco,MAR,1967,21.883835
Morocco,MAR,1968,23.32381
Morocco,MAR,1969,24.963852
Morocco,MAR,1970,26.39498
Morocco,MAR,1971,27.785343
Morocco,MAR,1972,30.170654
Morocco,MAR,1973,35.23147
Morocco,MAR,1974,37.477154
Morocco,MAR,1975,39.105827
Morocco,MAR,1976,42.688194
Morocco,MAR,1977,47.15423
Morocco,MAR,1978,50.150146
Morocco,MAR,1979,55.92486
Morocco,MAR,1980,56.29567
Morocco,MAR,1981,55.9223
Morocco,MAR,1982,59.058083
Morocco,MAR,1983,60.94883
Morocco,MAR,1984,62.121666
Morocco,MAR,1985,63.86567
Morocco,MAR,1986,65.6338
Morocco,MAR,1987,67.12554
Morocco,MAR,1988,70.71909
Morocco,MAR,1989,77.42583
Morocco,MAR,1990,79.14823
Morocco,MAR,1991,80.178535
Morocco,MAR,1992,90.92879
Morocco,MAR,1993,93.45595
Morocco,MAR,1994,101.97055
Morocco,MAR,1995,100.64512
Morocco,MAR,1996,101.32674
Morocco,MAR,1997,105.19438
Morocco,MAR,1998,108.95712
Morocco,MAR,1999,116.0525
Morocco,MAR,2000,115.15101
Morocco,MAR,2001,123.76759
Morocco,MAR,2002,127.06806
Morocco,MAR,2003,125.68059
Morocco,MAR,2004,143.40399
Morocco,MAR,2005,157.98055
Morocco,MAR,2006,161.34758
Morocco,MAR,2007,159.88895
Morocco,MAR,2008,176.7191
Morocco,MAR,2009,167.52464
Morocco,MAR,2010,183.50241
Morocco,MAR,2011,197.30544
Morocco,MAR,2012,201.95331
Morocco,MAR,2013,203.07748
Morocco,MAR,2014,207.37715
Morocco,MAR,2015,208.98253
Morocco,MAR,2016,210.85646
Morocco,MAR,2017,221.46587
Morocco,MAR,2018,224.65819
Morocco,MAR,2019,243.95671
Morocco,MAR,2020,222.03354
Morocco,MAR,2021,248.0459
Morocco,MAR,2022,238.12756
Netherlands,NLD,1965,413.96008
Netherlands,NLD,1966,443.3774
Netherlands,NLD,1967,468.80002
Netherlands,NLD,1968,524.3136
Netherlands,NLD,1969,583.89294
Netherlands,NLD,1970,658.75354
Netherlands,NLD,1971,694.62256
Netherlands,NLD,1972,807.21313
Netherlands,NLD,1973,856.5377
Netherlands,NLD,1974,806.6588
Netherlands,NLD,1975,810.819
Netherlands,NLD,1976,883.65283
Netherlands,NLD,1977,868.0194
Netherlands,NLD,1978,883.79456
Netherlands,NLD,1979,915.4418
Netherlands,NLD,1980,857.0088
Netherlands,NLD,1981,813.2568
Netherlands,NLD,1982,752.5121
Netherlands,NLD,1983,757.14557
Netherlands,NLD,1984,786.78467
Netherlands,NLD,1985,810.36804
Netherlands,NLD,1986,849.90015
Netherlands,NLD,1987,869.09424
Netherlands,NLD,1988,871.22375
Netherlands,NLD,1989,874.0035
Netherlands,NLD,1990,898.24207
Netherlands,NLD,1991,915.6553
Netherlands,NLD,1992,925.14185
Netherlands,NLD,1993,932.21924
Netherlands,NLD,1994,921.5554
Netherlands,NLD,1995,959.11365
Netherlands,NLD,1996,999.5709
Netherlands,NLD,1997,985.66504
Netherlands,NLD,1998,987.8223
Netherlands,NLD,1999,975.01575
Netherlands,NLD,2000,986.37683
Netherlands,NLD,2001,1024.0242
Netherlands,NLD,2002,1022.68976
Netherlands,NLD,2003,1029.6417
Netherlands,NLD,2004,1061.8103
Netherlands,NLD,2005,1078.1451
Netherlands,NLD,2006,1054.8782
Netherlands,NLD,2007,1069.3535
Netherlands,NLD,2008,1051.2654
Netherlands,NLD,2009,1030.8833
Netherlands,NLD,2010,1123.363
Netherlands,NLD,2011,1063.2908
Netherlands,NLD,2012,1043.8792
Netherlands,NLD,2013,1015.55896
Netherlands,NLD,2014,967.208
Netherlands,NLD,2015,980.5152
Netherlands,NLD,2016,988.3837
Netherlands,NLD,2017,989.9987
Netherlands,NLD,2018,957.98645
Netherlands,NLD,2019,940.4396
Netherlands,NLD,2020,878.0873
Netherlands,NLD,2021,884.19116
Netherlands,NLD,2022,831.7748
New Zealand,NZL,1970,64.730194
New Zealand,NZL,1971,64.67454
New Zealand,NZL,1972,69.53453
New Zealand,NZL,1973,74.80847
New Zealand,NZL,1974,73.599686
New Zealand,NZL,1975,71.12045
New Zealand,NZL,1976,78.94939
New Zealand,NZL,1977,84.177345
New Zealand,NZL,1978,80.00616
New Zealand,NZL,1979,73.91756
New Zealand,NZL,1980,71.18412
New Zealand,NZL,1981,70.73086
New Zealand,NZL,1982,79.1786
New Zealand,NZL,1983,80.32652
New Zealand,NZL,1984,86.663185
New Zealand,NZL,1985,90.15724
New Zealand,NZL,1986,94.875175
New Zealand,NZL,1987,97.22235
New Zealand,NZL,1988,101.13492
New Zealand,NZL,1989,104.94462
New Zealand,NZL,1990,109.20076
New Zealand,NZL,1991,113.32878
New Zealand,NZL,1992,119.12631
New Zealand,NZL,1993,117.34122
New Zealand,NZL,1994,121.70407
New Zealand,NZL,1995,124.58891
New Zealand,NZL,1996,131.87997
New Zealand,NZL,1997,140.27786
New Zealand,NZL,1998,133.41939
New Zealand,NZL,1999,141.67659
New Zealand,NZL,2000,146.03514
New Zealand,NZL,2001,153.164
New Zealand,NZL,2002,152.5836
New Zealand,NZL,2003,149.79498
New Zealand,NZL,2004,145.48782
New Zealand,NZL,2005,149.4432
New Zealand,NZL,2006,149.96576
New Zealand,NZL,2007,148.06442
New Zealand,NZL,2008,150.73517
New Zealand,NZL,2009,142.36137
New Zealand,NZL,2010,143.88907
New Zealand,NZL,2011,142.58185
New Zealand,NZL,2012,149.9278
New Zealand,NZL,2013,150.96504
New Zealand,NZL,2014,156.51602
New Zealand,NZL,2015,156.00903
New Zealand,NZL,2016,155.57414
New Zealand,NZL,2017,163.60992
New Zealand,NZL,2018,160.17033
New Zealand,NZL,2019,167.072
New Zealand,NZL,2020,146.28879
New Zealand,NZL,2021,140.97086
New Zealand,NZL,2022,132.66098
Non-OECD (EI),,1965,12114.754
Non-OECD (EI),,1966,12867.024
Non-OECD (EI),,1967,13307.862
Non-OECD (EI),,1968,13869.884
Non-OECD (EI),,1969,14815.098
Non-OECD (EI),,1970,16012.067
Non-OECD (EI),,1971,17202.627
Non-OECD (EI),,1972,18226.807
Non-OECD (EI),,1973,19362.527
Non-OECD (EI),,1974,20220.234
Non-OECD (EI),,1975,21386.367
Non-OECD (EI),,1976,22486.012
Non-OECD (EI),,1977,23850.31
Non-OECD (EI),,1978,25156.47
Non-OECD (EI),,1979,26300.348
Non-OECD (EI),,1980,26768.697
Non-OECD (EI),,1981,27385.543
Non-OECD (EI),,1982,28308.27
Non-OECD (EI),,1983,29260.043
Non-OECD (EI),,1984,30525.55
Non-OECD (EI),,1985,31283.459
Non-OECD (EI),,1986,32446.91
Non-OECD (EI),,1987,33839.223
Non-OECD (EI),,1988,35180.88
Non-OECD (EI),,1989,35962.766
Non-OECD (EI),,1990,36753.594
Non-OECD (EI),,1991,36866.11
Non-OECD (EI),,1992,36866.906
Non-OECD (EI),,1993,36647.92
Non-OECD (EI),,1994,36757.77
Non-OECD (EI),,1995,37290.656
Non-OECD (EI),,1996,38124.65
Non-OECD (EI),,1997,38468.902
Non-OECD (EI),,1998,38780.043
Non-OECD (EI),,1999,39616.117
Non-OECD (EI),,2000,41002.3
Non-OECD (EI),,2001,42436.67
Non-OECD (EI),,2002,44119.695
Non-OECD (EI),,2003,47487.016
Non-OECD (EI),,2004,51600.816
Non-OECD (EI),,2005,55006.312
Non-OECD (EI),,2006,58200.08
Non-OECD (EI),,2007,61509.56
Non-OECD (EI),,2008,63351.03
Non-OECD (EI),,2009,64287.05
Non-OECD (EI),,2010,67888.18
Non-OECD (EI),,2011,71603.03
Non-OECD (EI),,2012,73693.38
Non-OECD (EI),,2013,75065.45
Non-OECD (EI),,2014,76539.61
Non-OECD (EI),,2015,77289.65
Non-OECD (EI),,2016,78101.9
Non-OECD (EI),,2017,79977.84
Non-OECD (EI),,2018,82380.63
Non-OECD (EI),,2019,83845.59
Non-OECD (EI),,2020,81985.36
Non-OECD (EI),,2021,86513.42
Non-OECD (EI),,2022,86804.89
North America,,1965,15347.377
North America,,1966,16218.936
North America,,1967,16736.898
North America,,1968,17775.72
North America,,1969,18647.773
North America,,1970,19414.338
North America,,1971,19756.76
North America,,1972,20769.418
North America,,1973,21688.46
North America,,1974,21083.064
North America,,1975,20408.438
North America,,1976,21554.375
North America,,1977,22218.775
North America,,1978,22515.379
North America,,1979,22916.947
North America,,1980,22209.535
North America,,1981,21591.08
North America,,1982,20556.459
North America,,1983,20294.574
North America,,1984,21344.818
North America,,1985,21277.691
North America,,1986,21306.656
North America,,1987,22084.354
North America,,1988,23046.791
North America,,1989,23566.441
North America,,1990,23372.797
North America,,1991,23211.742
North America,,1992,23685.5
North America,,1993,24124.213
North America,,1994,24705.273
North America,,1995,25015.238
North America,,1996,25825.137
North America,,1997,26245.95
North America,,1998,26485.832
North America,,1999,26840.018
North America,,2000,27693.957
North America,,2001,27239.992
North America,,2002,27579.246
North America,,2003,27798.334
North America,,2004,28381.887
North America,,2005,28533.559
North America,,2006,28273.426
North America,,2007,28792.465
North America,,2008,27972.254
North America,,2009,26424.395
North America,,2010,27277.959
North America,,2011,27001.244
North America,,2012,26457.598
North America,,2013,27023.85
North America,,2014,27217.621
North America,,2015,26950.023
North America,,2016,26673.074
North America,,2017,26640.096
North America,,2018,27556.65
North America,,2019,27259.645
North America,,2020,24712.73
North America,,2021,26142.816
North America,,2022,26846.479
North America (EI),,1965,15104.532
North America (EI),,1966,15966.449
North America (EI),,1967,16472.797
North America (EI),,1968,17505.479
North America (EI),,1969,18370.38
North America (EI),,1970,19097.184
North America (EI),,1971,19433.793
North America (EI),,1972,20409.662
North America (EI),,1973,21295.98
North America (EI),,1974,20695.041
North America (EI),,1975,20040.7
North America (EI),,1976,21175.637
North America (EI),,1977,21821.324
North America (EI),,1978,22108.658
North America (EI),,1979,22505.88
North America (EI),,1980,21795.547
North America (EI),,1981,21166.285
North America (EI),,1982,20167.61
North America (EI),,1983,19915.803
North America (EI),,1984,20949.133
North America (EI),,1985,20904.273
North America (EI),,1986,20923.66
North America (EI),,1987,21692.084
North America (EI),,1988,22646.488
North America (EI),,1989,23150.012
North America (EI),,1990,22955.338
North America (EI),,1991,22802.314
North America (EI),,1992,23288.613
North America (EI),,1993,23718.783
North America (EI),,1994,24278.105
North America (EI),,1995,24581.078
North America (EI),,1996,25367.346
North America (EI),,1997,25765.422
North America (EI),,1998,25990.959
North America (EI),,1999,26347.506
North America (EI),,2000,27134.11
North America (EI),,2001,26647.34
North America (EI),,2002,26972.938
North America (EI),,2003,27169.111
North America (EI),,2004,27731.887
North America (EI),,2005,27869.697
North America (EI),,2006,27561.863
North America (EI),,2007,28094.857
North America (EI),,2008,27294.945
North America (EI),,2009,25778.896
North America (EI),,2010,26622.777
North America (EI),,2011,26349.684
North America (EI),,2012,25816.828
North America (EI),,2013,26392.797
North America (EI),,2014,26585.31
North America (EI),,2015,26309.137
North America (EI),,2016,26044.367
North America (EI),,2017,26017.89
North America (EI),,2018,26934.77
North America (EI),,2019,26636.832
North America (EI),,2020,24155.34
North America (EI),,2021,25580.16
North America (EI),,2022,26283.326
North Macedonia,MKD,1997,27.35233
North Macedonia,MKD,1998,30.721567
North Macedonia,MKD,1999,28.396706
North Macedonia,MKD,2000,27.388037
North Macedonia,MKD,2001,27.18551
North Macedonia,MKD,2002,26.151937
North Macedonia,MKD,2003,27.990833
North Macedonia,MKD,2004,27.306465
North Macedonia,MKD,2005,28.386276
North Macedonia,MKD,2006,28.506058
North Macedonia,MKD,2007,30.118702
North Macedonia,MKD,2008,29.556927
North Macedonia,MKD,2009,27.881226
North Macedonia,MKD,2010,27.394897
North Macedonia,MKD,2011,30.104641
North Macedonia,MKD,2012,28.762367
North Macedonia,MKD,2013,25.871483
North Macedonia,MKD,2014,24.461483
North Macedonia,MKD,2015,24.005926
North Macedonia,MKD,2016,25.038424
North Macedonia,MKD,2017,25.95372
North Macedonia,MKD,2018,24.17008
North Macedonia,MKD,2019,27.482487
North Macedonia,MKD,2020,23.16352
North Macedonia,MKD,2021,23.979204
North Macedonia,MKD,2022,25.057707
Norway,NOR,1977,118.40394
Norway,NOR,1978,133.2031
Norway,NOR,1979,135.93008
Norway,NOR,1980,131.65901
Norway,NOR,1981,125.662346
Norway,NOR,1982,121.958855
Norway,NOR,1983,122.245735
Norway,NOR,1984,127.0627
Norway,NOR,1985,132.68365
Norway,NOR,1986,140.29456
Norway,NOR,1987,140.90643
Norway,NOR,1988,138.12183
Norway,NOR,1989,139.98767
Norway,NOR,1990,136.49329
Norway,NOR,1991,130.45949
Norway,NOR,1992,135.34476
Norway,NOR,1993,143.08447
Norway,NOR,1994,148.48634
Norway,NOR,1995,148.50519
Norway,NOR,1996,158.62447
Norway,NOR,1997,165.27856
Norway,NOR,1998,167.27141
Norway,NOR,1999,163.75214
Norway,NOR,2000,160.23283
Norway,NOR,2001,170.19252
Norway,NOR,2002,167.61743
Norway,NOR,2003,174.4184
Norway,NOR,2004,175.57004
Norway,NOR,2005,169.7133
Norway,NOR,2006,170.81189
Norway,NOR,2007,169.2485
Norway,NOR,2008,169.03459
Norway,NOR,2009,166.81416
Norway,NOR,2010,171.4381
Norway,NOR,2011,169.6429
Norway,NOR,2012,166.53421
Norway,NOR,2013,169.7618
Norway,NOR,2014,167.45798
Norway,NOR,2015,169.07034
Norway,NOR,2016,163.90451
Norway,NOR,2017,165.92258
Norway,NOR,2018,167.2356
Norway,NOR,2019,164.40259
Norway,NOR,2020,157.20583
Norway,NOR,2021,157.65419
Norway,NOR,2022,149.44138
OECD (EI),,1965,28325.78
OECD (EI),,1966,29678.547
OECD (EI),,1967,30871.324
OECD (EI),,1968,32974.742
OECD (EI),,1969,35180.65
OECD (EI),,1970,37181.734
OECD (EI),,1971,38077.453
OECD (EI),,1972,39933.266
OECD (EI),,1973,42243.75
OECD (EI),,1974,41242.484
OECD (EI),,1975,40044.836
OECD (EI),,1976,42338.94
OECD (EI),,1977,43111.145
OECD (EI),,1978,44145.41
OECD (EI),,1979,45295.48
OECD (EI),,1980,43851.004
OECD (EI),,1981,42428.047
OECD (EI),,1982,40754.984
OECD (EI),,1983,40446.746
OECD (EI),,1984,42058.336
OECD (EI),,1985,42633.688
OECD (EI),,1986,42945.133
OECD (EI),,1987,44059.46
OECD (EI),,1988,45426.555
OECD (EI),,1989,46305.63
OECD (EI),,1990,46310.727
OECD (EI),,1991,46427.953
OECD (EI),,1992,46902.164
OECD (EI),,1993,47267.84
OECD (EI),,1994,48202.83
OECD (EI),,1995,49240.965
OECD (EI),,1996,50954.242
OECD (EI),,1997,51555.08
OECD (EI),,1998,51696.617
OECD (EI),,1999,52324.38
OECD (EI),,2000,53404.62
OECD (EI),,2001,53122.324
OECD (EI),,2002,53549.47
OECD (EI),,2003,54400.984
OECD (EI),,2004,55193.656
OECD (EI),,2005,55503.066
OECD (EI),,2006,55418.2
OECD (EI),,2007,55980.383
OECD (EI),,2008,54993
OECD (EI),,2009,51751.664
OECD (EI),,2010,53614.406
OECD (EI),,2011,52954.77
OECD (EI),,2012,52645.836
OECD (EI),,2013,52937.39
OECD (EI),,2014,52230.55
OECD (EI),,2015,52132.22
OECD (EI),,2016,52198.367
OECD (EI),,2017,52539.586
OECD (EI),,2018,53175.727
OECD (EI),,2019,52260.133
OECD (EI),,2020,47461.07
OECD (EI),,2021,50071.707
OECD (EI),,2022,50431.78
Oceania,,1965,453.84415
Oceania,,1966,478.21722
Oceania,,1967,504.6203
Oceania,,1968,532.27124
Oceania,,1969,552.7558
Oceania,,1970,603.9241
Oceania,,1971,628.6152
Oceania,,1972,660.5727
Oceania,,1973,706.75635
Oceania,,1974,743.10626
Oceania,,1975,749.43665
Oceania,,1976,784.6398
Oceania,,1977,828.72705
Oceania,,1978,846.5393
Oceania,,1979,871.7492
Oceania,,1980,874.3815
Oceania,,1981,886.2324
Oceania,,1982,889.68915
Oceania,,1983,864.0403
Oceania,,1984,898.8621
Oceania,,1985,925.0495
Oceania,,1986,946.8376
Oceania,,1987,976.648
Oceania,,1988,1019.86536
Oceania,,1989,1072.2948
Oceania,,1990,1096.1921
Oceania,,1991,1090.0345
Oceania,,1992,1112.0012
Oceania,,1993,1130.7754
Oceania,,1994,1177.1237
Oceania,,1995,1229.9487
Oceania,,1996,1269.6803
Oceania,,1997,1307.0989
Oceania,,1998,1329.426
Oceania,,1999,1387.0142
Oceania,,2000,1399.2295
Oceania,,2001,1417.6338
Oceania,,2002,1441.5786
Oceania,,2003,1456.019
Oceania,,2004,1493.2407
Oceania,,2005,1498.9572
Oceania,,2006,1558.5369
Oceania,,2007,1594.3353
Oceania,,2008,1626.092
Oceania,,2009,1592.7278
Oceania,,2010,1587.6543
Oceania,,2011,1612.5239
