"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31013111170000","Chautauqua","Empire Energy E & P, LLC","11117","00","00","GD","Lakeshore","AC","Meeder 177","Ripley","Medina","12","878","0","0","2022"
"31013185630000","Chautauqua","Empire Energy E & P, LLC","18563","00","00","GD","Lakeshore","AC","Fralick 1","Harmony","Medina","6","201","0","0","2022"
"31009242320000","Cattaraugus","Pennhills Resources, LLC","24232","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-106","Allegany","Bradford & Chipmunk","12","240","4","65","2022"
"31013186380000","Chautauqua","Empire Energy E & P, LLC","18638","00","00","GD","Lakeshore","AC","Edson 755","Gerry","Medina","12","323","0","0","2022"
"31003656630000","Allegany","Pine Oil Co.","65663","00","00","OD","Richburg","IN","Pine Oil 8","Genesee","Richburg","0","0","0","0","2022"
"31013099620000","Chautauqua","Empire Energy E & P, LLC","09962","00","00","GD","Lakeshore","AC","Aynardi, M 1-308 (16)","Portland","Medina","12","899","10","0","2022"
"31101001400000","Steuben","Iroquois Gas Corp.","00140","00","00","GD","Howard","IN","Moss 2","Howard","Not Applicable","0","0","0","0","2022"
"31009278280000","Cattaraugus","Blackhawk Energy, LLC","27828","00","00","OD","Bradford","AC","Young 83","Olean","Upper Devonian","5","0","50","53","2022"
"31013177830000","Chautauqua","PPP Future Development Inc.","17783","00","00","GD","Lakeshore","AC","Newcomb 2","Cherry Creek","Medina","12","923","0","0","2022"
"31121218680000","Wyoming","United States Gypsum Company","21868","00","00","GD","Alden-Lancaster","AC","Olszewski, H. 1","Bennington","Medina","12","1257","0","0","2022"
"31009168490000","Cattaraugus","Empire Energy E & P, LLC","16849","00","00","GD","Lakeshore","AC","Meyers, B 2","Leon","Medina","12","1071","0","0","2022"
"31013112670000","Chautauqua","Empire Energy E & P, LLC","11267","00","00","GD","Lakeshore","AC","Reno 281","Chautauqua","Medina","12","992","0","0","2022"
"31003658240000","Allegany","Collins, Dave","65824","00","00","OD","Richburg","AC","Smith 5","Bolivar","Richburg","7","0","1","33","2022"
"31009300560000","Cattaraugus","Dallas Energy, LLC","30056","00","00","OD","Bradford","AC","Potter Lumber 2 # 21","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","1107","618","230","2022"
"31121136640000","Wyoming","PPP Future Development Inc.","13664","00","00","GD","Leicester","IN","Pierson 1","Perry","Medina","11","44","0","0","2022"
"31009661330000","Cattaraugus","Stephan, Philip D.","66133","00","00","OD","Bradford","IN","Kurty 6","Allegany","Bradford","0","0","0","0","2022"
"31013109720000","Chautauqua","Empire Energy E & P, LLC","10972","00","00","GD","Lakeshore","AC","Cardot Alfred 1","Arkwright","Medina","12","300","0","0","2022"
"31009300160000","Cattaraugus","McCracken Oil & Gas, LLC","30016","00","00","OD","Bradford","AC","Williams #3","Carrollton","Chipmunk & Bradford 3rd","12","373","120","199","2022"
"31009218670000","Cattaraugus","Case Brothers Inc.","21867","00","00","OD","Chipmunk","AC","Case k1","Carrollton","Chipmunk, Bradford 1st & 2nd","12","817","80","286","2022"
"31013164290000","Chautauqua","North Harmony Ventures, Inc.","16429","00","00","GD","Lakeshore","AC","Sellstrom & Bargar 2","North Harmony","Medina","12","150","0","0","2022"
"31009197710000","Cattaraugus","Stedman Energy, Inc.","19771","00","00","GD","Lakeshore","AC","Smith-Archer1","Randolph","Medina","9","973","0","0","2022"
"31009286570000","Cattaraugus","Dimes Energy GP Inc.","28657","00","00","OD","Four Mile","AC","DE-2","Allegany","Chipmunk, Bradford 2nd & 3rd","12","232","117","214","2022"
"31013124540000","Chautauqua","Empire Energy E & P, LLC","12454","00","00","OD","Busti","SI","Anderson 16","Busti","Glade","0","0","0","0","2022"
"31013116600000","Chautauqua","PPP Future Development Inc.","11660","00","00","GD","Lakeshore","AC","Reed 1","North Harmony","Medina","12","633","0","0","2022"
"31013132000000","Chautauqua","Empire Energy E & P, LLC","13200","00","00","GD","Lakeshore","AC","Seblink 2","Ripley","Medina","12","775","0","0","2022"
"31009301090000","Cattaraugus","Dimes Energy GP Inc.","30109","00","00","OD","Bradford","DC","DH14","Allegany","Bradford & Chipmunk","12","2040","375","298","2022"
"31029277250000","Erie","Pan Energy Company, Inc.","27725","00","00","GD","North Collins","AC","Farner 3","North Collins","Medina","10","784","0","0","2022"
"31013150250000","Chautauqua","Empire Energy E & P, LLC","15025","00","00","GD","Lakeshore","AC","Brightman,J 1","Chautauqua","Medina","12","587","10","0","2022"
"31013145620000","Chautauqua","Empire Energy E & P, LLC","14562","00","00","GD","Lakeshore","AC","Hall 599","Westfield","Medina","2","39","0","0","2022"
"31013184560000","Chautauqua","Stedman Energy, Inc.","18456","00","00","GD","Lakeshore","AC","Wheeler NYS 1","Cherry Creek","Medina","12","653","0","0","2022"
"31013198460000","Chautauqua","K. Petroleum, Inc.","19846","00","00","GD","Lakeshore","IN","Hanson/Parker 292","Ellery","Medina","0","0","0","0","2022"
"31009561900000","Cattaraugus","Severtson, James C.","56190","00","00","OD","Chipmunk","IN","Homer 28","Allegany","Not Applicable","0","0","0","0","2022"
"31013114560000","Chautauqua","Empire Energy E & P, LLC","11456","00","00","GD","Lakeshore","AC","Barber 259","Portland","Medina","12","1508","0","0","2022"
"31003609480000","Allegany","Greene, Sheldon K.","60948","00","00","OD","Richburg","IN","Almy 7","Wirt","Richburg","4","2","0","15","2022"
"31009242140000","Cattaraugus","Pennhills Resources, LLC","24214","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 4-130","Allegany","Bradford & Chipmunk","12","286","5","82","2022"
"31013108850000","Chautauqua","Empire Energy E & P, LLC","10885","00","00","GD","Lakeshore","AC","Washburn 209","Ripley","Medina","12","1155","30","0","2022"
"31013235930000","Chautauqua","Decker, James K. & Tiffany J.","23593","00","00","OD","Busti","AC","Potter 7","Busti","Glade","6","1","2","4","2022"
"31003198640000","Allegany","Collins Oil Co.","19864","00","00","OD","Richburg","AC","Duke 6","Genesee","Richburg","6","0","2","10","2022"
"31013167040000","Chautauqua","PPP Future Development Inc.","16704","00","00","GD","Lakeshore","AC","Gross 1","Gerry","Medina","11","151","0","0","2022"
"31003250820000","Allegany","Nathan Petroleum Corporation","25082","00","00","OD","Beech Hill-Independence","AC","Clark 19","Independence","Fulmer Valley","12","257","2","23","2022"
"31011212870000","Cayuga","A.D.C.O. Well Services Inc.","21287","00","00","GD","West Auburn","AC","Sanders 1163-2","Fleming","Queenston","12","461","0","0","2022"
"31013109430000","Chautauqua","Empire Energy E & P, LLC","10943","00","00","GD","Lakeshore","AC","Freling 204","Ripley","Medina","12","177","0","0","2022"
"31013179220000","Chautauqua","Gerry Ventures LLC","17922","00","00","GD","Lakeshore","IN","Elderkin 2","Gerry","Medina","0","0","0","0","2022"
"31003602200000","Allegany","Collins, Dave","60220","00","00","OD","Richburg","AC","Sherman 43","Genesee","Richburg","0","0","0","0","2022"
"31009668120000","Cattaraugus","Harmony Trust","66812","00","00","OD","Five Mile","AC","Boser 3","Allegany","Bradford","6","15","0","15","2022"
"31013105500000","Chautauqua","Empire Energy E & P, LLC","10550","00","00","GD","Lakeshore","AC","Norman 197","Ripley","Medina","1","2","0","0","2022"
"31101238490000","Steuben","Yahn & Yahn, Inc.","23849","00","00","OD","Beech Hill-Independence","AC","Shultz 13A","West Union","Fulmer Valley","12","306","20","182","2022"
"31013067590000","Chautauqua","Decker, James K. & Tiffany J.","06759","00","00","OD","Busti","AC","Muntz-Angle 4","Busti","Glade","12","8","1","5","2022"
"31003639100000","Allegany","Saint John Exploration & Production, Inc.","63910","00","00","GD","Richburg","IN","Trio Farm 69xg","Bolivar","Richburg","0","0","0","0","2022"
"31013226280000","Chautauqua","Greenridge Oil Company LLC","22628","00","00","OD","Busti","IN","Drayer 3g","Busti","Glade","0","0","0","0","2022"
"31029128060000","Erie","O'Gorman, Brendan & Wheeler, Anne","12806","00","00","GD","North Collins","AC","J & J Castiglia","North Collins","Medina","12","76","0","0","2022"
"31013609580000","Chautauqua","Johnson, Mark & Troy","60958","00","00","OD","Busti","AC","Curtis 1","Busti","Glade","12","0","1","13","2022"
"31009286190000","Cattaraugus","Dimes Energy GP Inc.","28619","00","00","OD","Four Mile","AC","DM-17     ","Allegany","Bradford & Chipmunk","12","420","173","378","2022"
"31029117300000","Erie","PPP Future Development Inc.","11730","00","00","GD","Wales","IN","Foss 1241","Wales","Medina","0","0","0","0","2022"
"31037206900000","Genesee","United States Gypsum Company","20690","00","00","GD","Huron Creek","AC","Abrams, G. 1","Pembroke","Medina","11","227","0","0","2022"
"31013220190000","Chautauqua","Universal Resources Holdings, Inc.","22019","00","00","GD","Lakeshore","AC","Smith 5","Charlotte","Medina","8","310","0","0","2022"
"31013220610000","Chautauqua","PPP Future Development Inc.","22061","00","00","GD","Lakeshore","AC","Deraat 3","North Harmony","Medina","12","160","0","0","2022"
"31009600920000","Cattaraugus","Thomas A Miller Oil Co.","60092","00","00","IW","Not Applicable","IN","Andrews U4     ","Allegany","Not Applicable","0","0","0","0","2022"
"31003604760000","Allegany","Witter, Terry L.","60476","00","00","OD","Richburg","IN","Stillman 24","Bolivar","Richburg","0","0","0","0","2022"
"31029249080000","Erie","PPP Future Development Inc.","24908","00","00","GD","North Collins","AC","Faulring 2","North Collins","Medina","12","667","0","0","2022"
"31029200260000","Erie","Stedman Energy, Inc.","20026","00","00","GD","Brant-Eden","AC","Gugino 4","Brant","Medina","8","30","0","0","2022"
"31013184240000","Chautauqua","Empire Energy E & P, LLC","18424","00","00","GD","Lakeshore","AC","Walker, D 1","Ellington","Medina","12","1283","0","0","2022"
"31013252690002","Chautauqua","PPP Future Development Inc.","25269","00","02","GD","Lakeshore","AC","Bardal 1","Stockton","Medina","12","5717","0","0","2022"
"31017262090000","Chenango","Minard Run Oil Company","26209","00","00","GE","Bradley Brook - Herkimer pool","AC","Miles, R. 1H","Smyrna","Herkimer","12","2792","0","0","2022"
"31003638990000","Allegany","Saint John Exploration & Production, Inc.","63899","00","00","IW","Richburg","IN","Trio Farm 18x","Bolivar","Richburg","0","0","0","0","2022"
"31013137530000","Chautauqua","Stedman Energy, Inc.","13753","00","00","GD","Lakeshore","AC","Bielat 1021","Dunkirk","Medina","12","721","0","0","2022"
"31051139670000","Livingston","Lenape Resources LLC","13967","00","00","GD","Uhley Corners-Caledonia","AC","Hoag 23","Caledonia","Medina","12","581","0","0","2022"
"31009247580000","Cattaraugus","Pennhills Resources, LLC","24758","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 2 #156","Allegany","Upper Devonian","12","284","5","45","2022"
"31013181620000","Chautauqua","Empire Energy E & P, LLC","18162","00","00","GD","Lakeshore","AC","Cross,R 1","Poland","Medina","12","1173","0","0","2022"
"31013158770000","Chautauqua","Stedman Energy, Inc.","15877","00","00","GD","Lakeshore","AC","Boswell1","Ellery","Medina","12","748","0","0","2022"
"31013108760000","Chautauqua","Empire Energy E & P, LLC","10876","00","00","GD","Lakeshore","AC","Pratt 167","Mina","Medina","12","638","14","0","2022"
"31013242940000","Chautauqua","Universal Resources Holdings, Inc.","24294","00","00","GD","Lakeshore","AC","Hoisington 6","Charlotte","Medina","11","310","0","0","2022"
"31029202210000","Erie","Whiting Well Partnership","20221","00","00","GD","Akron","PA","Odell; A. 1","Newstead","Medina","0","0","0","0","2022"
"31099231120000","Seneca","Empire Energy E & P, LLC","23112","00","00","GD","Fayette-Waterloo","AC","Lott 1","Seneca Falls","Queenston","12","1683","0","0","2022"
"31009282280000","Cattaraugus","Copper Ridge Oil, Inc.","28228","00","00","OD","Four Mile","AC","Kodiak K5","Allegany","Bradford Third","8","123","1","112","2022"
"31013235850000","Chautauqua","PPP Future Development Inc.","23585","00","00","GD","Lakeshore","AC","Cheney L 2-029","Kiantone","Medina","12","2563","0","0","2022"
"31009172150000","Cattaraugus","Empire Energy E & P, LLC","17215","00","00","GD","Lakeshore","AC","Brown, G 4","Randolph","Medina","12","884","0","0","2022"
"31003656730000","Allegany","Pine Oil Co.","65673","00","00","OD","Richburg","AC","Pine Oil 18","Genesee","Richburg","4","0","0","2","2022"
"31009600880000","Cattaraugus","Thomas A Miller Oil Co.","60088","00","00","OD","Not Applicable","IN","Mapes U11     ","Allegany","Not Applicable","0","0","0","0","2022"
"31013114600000","Chautauqua","Curtis & Son Oil, Inc.","11460","00","00","OD","Busti","AC","Tulen 4","Busti","Glade","12","0","1","2","2022"
"31009300350000","Cattaraugus","McCracken Oil & Gas, LLC","30035","00","00","OD","Bradford","AC","Lot 39 #15","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","392","103","173","2022"
"31009198420000","Cattaraugus","Copper Ridge Oil, Inc.","19842","00","00","OD","Five Mile","AC","Edstrom 10","Allegany","Bradford","8","17","1","15","2022"
"31003606540000","Allegany","Sandstone Oil & Gas Development, LLC","60654","00","00","IW","Richburg","IN","Slade Lot 29 E-11","Genesee","Richburg","0","0","0","0","2022"
"31037239900000","Genesee","United States Gypsum Company","23990","00","00","GD","Indian Falls","AC","United States Gypsum Co. 3","Oakfield","Medina","12","2376","0","0","2022"
"31013279680000","Chautauqua","Vertical Energy, Inc.","27968","00","00","OD","Busti","AC","Crandall 4","Busti","Glade","12","5","1","15","2022"
"31009245390000","Cattaraugus","Pennhills Resources, LLC","24539","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 3-260","Allegany","Bradford Third","12","286","5","82","2022"
"31009202580000","Cattaraugus","Case Brothers Inc.","20258","00","00","OD","Bradford","AC","Moyer Mt-7","Carrollton","Chipmunk","12","30","8","53","2022"
"31029187210000","Erie","Empire Energy E & P, LLC","18721","00","00","GD","Concord","AC","Carr1","Concord","Medina","11","327","0","0","2022"
"31009138330000","Cattaraugus","AC Oil LLC","13833","00","00","OD","Bradford","AC","Bucher No 05","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","10","1","25","2022"
"31003187560000","Allegany","Klein Oil & Logging","18756","00","00","OD","Richburg","AC","Black 50","Alma","Richburg","6","0","1","4","2022"
"31029219720000","Erie","Springville-Griffith Institute Central School Dist","21972","00","00","GD","Sardinia","AC","Fee 1","Concord","Medina","12","464","0","0","2022"
"31013162280000","Chautauqua","Empire Energy E & P, LLC","16228","00","00","GD","Lakeshore","AC","NYSRA 5-19","Chautauqua","Medina","8","75","9","0","2022"
"31013224690000","Chautauqua","Greenridge Oil Company LLC","22469","00","00","GD","Lakeshore","AC","Emmco 1","Hanover","Medina","12","418","5","0","2022"
"31029179770000","Erie","Stedman Energy, Inc.","17977","00","00","GD","Brant-Eden","AC","Gier 1","Brant","Medina","12","1203","0","0","2022"
"31101265270000","Steuben","Nathan Petroleum Corporation","26527","00","00","OD","Beech Hill-Independence","AC","Edlind 27","West Union","Fulmer Valley","12","271","19","79","2022"
"31009282900001","Cattaraugus","Dimes Energy GP Inc.","28290","00","01","OD","Bradford","AC","DG-13","Allegany","Chipmunk, Bradford 1st,2nd,3rd","12","642","148","431","2022"
"31009235200000","Cattaraugus","Uhl Oil Co., Inc.","23520","00","00","OD","Chipmunk","AC","Schnell 7","Allegany","Chipmunk","12","14","9","80","2022"
"31013109560000","Chautauqua","Empire Energy E & P, LLC","10956","00","00","GD","Lakeshore","AC","Cross 1","Portland","Medina","12","1621","0","0","2022"
"31017260820001","Chenango","Minard Run Oil Company","26082","00","01","GE","Bradley Brook - Herkimer pool","AC","Smyrna Hillbillies 1-559","Smyrna","Herkimer","12","5114","0","0","2022"
"31053217290000","Madison","Minard Run Oil Company","21729","00","00","GE","Bradley Brook","AC","Hillage M-99-3","Eaton","Oneida-Oswego","12","810","0","0","2022"
"31013181220000","Chautauqua","Empire Energy E & P, LLC","18122","00","00","GD","Lakeshore","AC","Nord,N 1","Ellington","Medina","12","1613","0","0","2022"
"31029603170000","Erie","Empire Energy E & P, LLC","60317","00","00","GD","Alden-Lancaster","AC","Buffalo S&G 1280-I","Lancaster","Medina","8","338","0","0","2022"
"31011212770000","Cayuga","A.D.C.O. Well Services Inc.","21277","00","00","GD","West Auburn","IN","Gilmore S 1022-1","Fleming","Queenston","5","280","0","0","2022"
"31009275960000","Cattaraugus","Blackhawk Energy, LLC","27596","00","00","OD","Bradford","AC","Young 97","Olean","Upper Devonian","0","0","0","0","2022"
"31003501530000","Allegany","Betsy Bug LTD","50153","00","00","OD","Richburg","PA","Bucher U1","Bolivar","Not Applicable","0","0","0","0","2022"
"31013110970000","Chautauqua","Empire Energy E & P, LLC","11097","00","00","GD","Lakeshore","AC","Parment 101","Portland","Medina","12","1145","0","0","2022"
"31013201260000","Chautauqua","Bottita, Benny A., Jr. & Sharon A.","20126","00","00","GD","Lakeshore","AC","L. McNamara Unit 2","Villenova","Medina","12","351","0","0","2022"
"31003635680000","Allegany","Sam Koehler Enterprises, Inc.","63568","00","00","OD","Richburg","IN","C-1 Carpenter","Alma","Richburg","6","5","0","0","2022"
"31009255670000","Cattaraugus","Dallas Energy, LLC","25567","00","00","OD","Chipmunk","AC","Potter Lumber PL30","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","257","141","50","2022"
"31013095660000","Chautauqua","Libra Petroleum Company","09566","00","00","OD","Busti","AC","Linn 3","Busti","Glade","12","0","1","1","2022"
"31013162970000","Chautauqua","Empire Energy E & P, LLC","16297","00","00","GD","Lakeshore","AC","NYSRA 10-9","Gerry","Medina","9","753","105","0","2022"
"31013200560000","Chautauqua","Empire Energy E & P, LLC","20056","00","00","GD","Lakeshore","AC","Wozowicz, A. 1","Clymer","Medina","12","928","0","0","2022"
"31003678200000","Allegany","Iron Dinosaur Oil","67820","00","00","OD","Browning","IN","Browning 34","Scio","Scio","0","0","0","0","2022"
"31013141540000","Chautauqua","Vilardo Farms, LLC","14154","00","00","GD","Lakeshore","AC","Vilardo 1","Westfield","Medina","4","596","0","0","2022"
"31003171410000","Allegany","Simon of Bolivar Enterprises, Inc.","17141","00","00","OD","Richburg","AC","Wheeler P10 (Shaner)","Bolivar","Richburg","12","0","0","4","2022"
"31101231550000","Steuben","Repsol Oil & Gas USA, LLC","23155","00","00","GW","Cutler Creek","AC","Behm 1","Hornby","Black River","12","2292","0","0","2022"
"31121185160000","Wyoming","Stedman Energy, Inc.","18516","00","00","GD","Chaffee-Arcade","AC","Jackim 2","Arcade","Medina","12","167","0","0","2022"
"31009193780000","Cattaraugus","Little, Jay R.","19378","00","00","OD","Chipmunk","AC","Pfouts I 52","Carrollton","Chipmunk, Bradford 1st & 2nd","12","27","10","38","2022"
"31013128550000","Chautauqua","Rotundaville, LLC","12855","00","00","GD","Lakeshore","IN","Spoden Farms 1","Pomfret","Medina","0","0","0","0","2022"
"31013226690000","Chautauqua","Greenridge Oil Company LLC","22669","00","00","OD","Busti","IN","Drayer 4g","Busti","Glade","0","0","0","0","2022"
"31013163710000","Chautauqua","PPP Future Development Inc.","16371","00","00","GD","Lakeshore","AC","Allnatt NY 24","Cherry Creek","Medina","12","633","0","0","2022"
"31003562330000","Allegany","PPP Future Development Inc.","56233","00","00","OD","Richburg","SI","Daggett 28","Genesee","Richburg","0","0","0","0","2022"
"31003655590000","Allegany","Clark, Ernest E. and Richard C.","65559","00","00","OD","Ford's Brook","IN","Hunt 6","Alma","Richburg","0","0","0","0","2022"
"31003224220000","Allegany","The Richardson Petroleum Corporation","22422","00","00","OD","Beech Hill-Independence","AC","Bledsoe 8x","Independence","Fulmer Valley","12","80","0","0","2022"
"31013172880000","Chautauqua","PPP Future Development Inc.","17288","00","00","OD","Gerry-Charlotte","AC","Piazza 1","Gerry","Oriskany","11","126","0","0","2022"
"31003281580000","Allegany","Nathan Petroleum Corp., Yahn & Yahn Inc","28158","00","00","OD","Beech Hill-Independence","AC","Austin 28Y","Independence","Fulmer Valley","12","109","7","38","2022"
"31013183180000","Chautauqua","PPP Future Development Inc.","18318","00","00","GD","Lakeshore","AC","Wehrenberg 2","Ellington","Whirlpool","12","1847","0","0","2022"
"31013248110000","Chautauqua","PPP Future Development Inc.","24811","00","00","GD","Lakeshore","AC","Minor 1-517","Poland","Medina","12","553","0","0","2022"
"31013125890000","Chautauqua","Stedman Energy, Inc.","12589","00","00","GD","Lakeshore","AC","NYSRA 13-4","Harmony","Medina","2","51","0","0","2022"
"31009278620000","Cattaraugus","Copper Ridge Oil, Inc.","27862","00","00","OD","Five Mile","AC","Ernest 2","Olean","Bradford","11","31","1","28","2022"
"31009256980000","Cattaraugus","PPP Future Development Inc.","25698","00","00","GD","East Otto","AC","Solem 1","East Otto","Medina","12","5564","0","0","2022"
"31003190720000","Allegany","Klein Oil & Logging","19072","00","00","OD","Richburg","AC","Lot 53 K-4","Alma","Richburg","12","7","2","13","2022"
"31011213620000","Cayuga","Minard Run Oil Company","21362","00","00","GD","West Auburn","AC","Schenk 1230","Springport","Queenston","12","3690","0","0","2022"
"31099230630000","Seneca","Empire Energy E & P, LLC","23063","00","00","GD","Fayette-Waterloo","AC","Wise-Bender 1","Fayette","Queenston","12","120","0","0","2022"
"31009281460000","Cattaraugus","Copper Ridge Oil, Inc.","28146","00","00","OD","Five Mile","AC","Weis 100","Olean","Bradford 2nd & 3rd","8","467","21","425","2022"
"31009282250000","Cattaraugus","McKellpee Energy Corp.","28225","00","00","OD","Bradford","AC","MH 33-1","Olean","Chipmunk, Bradford 2nd & 3rd","2","3","0","0","2022"
"31013154500000","Chautauqua","Empire Energy E & P, LLC","15450","00","00","OD","Ellery","AC","Samuelson Paul 1","Ellery","Bass Island","12","166","0","0","2022"
"31013114900000","Chautauqua","Troyer, Walter, Jr.","11490","00","00","GD","Lakeshore","AC","Mooney, G. Unit 368 1","Ripley","Medina","12","50","0","0","2022"
"31013127090000","Chautauqua","Empire Energy E & P, LLC","12709","00","00","GD","Lakeshore","AC","Laporte, J 1","Westfield","Medina","12","709","0","0","2022"
"31009646680000","Cattaraugus","Kellner, Christian F.","64668","00","00","OD","Bradford","AC","Utter Purchase 36","Allegany","Bradford","0","0","0","0","2022"
"31011206360000","Cayuga","Minard Run Oil Company","20636","00","00","GD","West Auburn","AC","Burtless, Ray 1044-3","Aurelius","Queenston","12","2172","0","0","2022"
"31013164870000","Chautauqua","Empire Energy E & P, LLC","16487","00","00","GD","Lakeshore","AC","Griswald, R. 628","Westfield","Medina","12","517","14","0","2022"
"31013211440000","Chautauqua","P&H Gas, LLC","21144","00","00","GD","Lakeshore","AC","Hopkins, A 2","Sheridan","Medina","9","1432","0","0","2022"
"31013275460000","Chautauqua","PPP Future Development Inc.","27546","00","00","GD","Lakeshore","AC","Tunstall 1","Villenova","Medina","10","33","0","0","2022"
"31003636620000","Allegany","Hunt Oil Co.","63662","00","00","OD","Richburg","AC","Bellamy Farm 6","Alma","Richburg","5","0","6","11","2022"
"31013187390000","Chautauqua","Howard, Terry","18739","00","00","GD","Lakeshore","AC","Howard/Buckley","Cherry Creek","Medina","12","84","0","0","2022"
"31099239350000","Seneca","Minard Run Oil Company","23935","00","00","GD","Fayette-Waterloo","AC","Swanson 1 (625031)","Seneca Falls","Queenston","12","3739","229","0","2022"
"31003278380000","Allegany","PPP Future Development Inc.","27838","00","00","OD","Fulmer Valley","AC","Richardson 3","Independence","Upper Devonian","12","360","0","0","2022"
"31009278320000","Cattaraugus","Blackhawk Energy, LLC","27832","00","00","OD","Bradford","AC","Young 144","Olean","Upper Devonian","11","268","82","110","2022"
"31009301610001","Cattaraugus","Pennhills Resources, LLC","30161","00","01","OD","Bradford","DC","Rumsey 317","Allegany","Bradford & Chipmunk","12","655","74","499","2022"
"31013125790000","Chautauqua","Stedman Energy, Inc.","12579","00","00","GD","Lakeshore","AC","NYSRA 4-3","Harmony","Medina","12","1765","100","0","2022"
"31013113190000","Chautauqua","Curtis & Son Oil, Inc.","11319","00","00","OD","Busti","AC","Hanstrom 10","Busti","Glade","12","0","0","1","2022"
"31009259340001","Cattaraugus","Blackhawk Energy, LLC","25934","00","01","OD","Bradford","AC","Young 79","Olean","Upper Devonian","5","0","50","53","2022"
"31013116860000","Chautauqua","Empire Energy E & P, LLC","11686","00","00","GD","Lakeshore","AC","Heald 1273 1","Sheridan","Medina","12","253","0","0","2022"
"31013163610000","Chautauqua","Stedman Energy, Inc.","16361","00","00","GD","Lakeshore","AC","Baer 3","Busti","Medina","11","2192","40","0","2022"
"31003501540000","Allegany","Betsy Bug LTD","50154","00","00","IW","Richburg","PA","Bucher U8","Bolivar","Not Applicable","0","0","0","0","2022"
"31013100670000","Chautauqua","Empire Energy E & P, LLC","10067","00","00","GD","Lakeshore","AC","Volk 323","Mina","Medina","12","517","0","0","2022"
"31011206520000","Cayuga","Minard Run Oil Company","20652","00","00","GD","West Auburn","AC","Doody 1084-1","Aurelius","Queenston","12","1943","85","0","2022"
"31029603250000","Erie","PPP Future Development Inc.","60325","00","00","GW","Alden-Lancaster","IN","Leininger 1856-I","Lancaster","Medina","0","0","0","0","2022"
"31009276090000","Cattaraugus","Blackhawk Energy, LLC","27609","00","00","OD","Bradford","AC","Young 110","Olean","Upper Devonian","0","0","0","0","2022"
"31009301770000","Cattaraugus","Pennhills Resources, LLC","30177","00","00","NL","Bradford","DC","Rumsey 301","Allegany","Bradford & Chipmunk","12","655","74","499","2022"
"31029235610000","Erie","Stedman Energy, Inc.","23561","00","00","GD","Alden-Lancaster","AC","Domon 1","Newstead","Medina","12","1773","0","0","2022"
"31003171630000","Allegany","Simon of Bolivar Enterprises, Inc.","17163","00","00","OD","Richburg","AC","Wheeler 53 (P53)","Bolivar","Richburg","12","0","0","4","2022"
"31013145320000","Chautauqua","Stedman Energy, Inc.","14532","00","00","GD","Lakeshore","AC","Fox 1 (Colgrove 2)","Chautauqua","Medina","11","746","0","0","2022"
"31009220640000","Cattaraugus","Empire Energy E & P, LLC","22064","00","00","GD","Lakeshore","AC","Hershberger 1","Leon","Medina","12","2198","0","0","2022"
"31009301550000","Cattaraugus","Dallas Energy, LLC","30155","00","00","NL","Bradford","EX","Potter Lumber 2 # 16","Carrollton","Not Applicable","0","0","0","0","2022"
"31037139890000","Genesee","Lenape Resources LLC","13989","00","00","GD","Uhley Corners-Caledonia","AC","Carney 36","Pavilion","Medina","12","1078","0","0","2022"
"31075025440000","Oswego","Arzie, Gerald & Judith and Barankovich, Ronald","02544","00","00","GD","Pulaski","AC","Davis/Perry","Richland","Trenton","12","70","0","0","2022"
"31009169270000","Cattaraugus","Empire Energy E & P, LLC","16927","00","00","GD","Lakeshore","AC","Van Etten C 1","Persia","Medina","9","2721","0","0","2022"
"31003049580000","Allegany","Sandstone Oil & Gas Development, LLC","04958","00","00","OD","Richburg","AC","Slade Lot 29 F-23","Genesee","Richburg","0","0","0","0","2022"
"31003500940000","Allegany","Allegany Yankee Holdings LTD","50094","00","00","OD","Fulmer Valley","PA","UNK 5","Andover","Not Applicable","0","0","0","0","2022"
"31013164790000","Chautauqua","Empire Energy E & P, LLC","16479","00","00","GD","Lakeshore","AC","Ossman Bros. 620","Westfield","Medina","12","1571","7","0","2022"
"31013130800000","Chautauqua","Empire Energy E & P, LLC","13080","00","00","GD","Lakeshore","AC","Depew 539","Charlotte","Medina","9","137","0","0","2022"
"31009202490000","Cattaraugus","AC Oil LLC","20249","00","00","OD","Bradford","AC","Evans Et-3","Carrollton","Chipmunk","12","10","1","25","2022"
"31009169940000","Cattaraugus","Empire Energy E & P, LLC","16994","00","00","GD","Lakeshore","AC","Larimer & Norton 3","Persia","Medina","12","920","0","0","2022"
"31099213870000","Seneca","Minard Run Oil Company","21387","00","00","GD","Fayette-Waterloo","AC","Pratt 1226","Fayette","Queenston","12","1104","0","0","2022"
